,Value,All NACE branches,Casting of iron,Iron and steel,Manufacture of basic metals,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Manufacture of cement, lime and plaster",Manufacture of chemicals and chemical products,"Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of food products, beverages and tobacco",Manufacture of furniture,Manufacture of glass and glass products,Manufacture of leather and related products,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other non-metallic mineral products,Manufacture of other products of first processing of steel,Manufacture of other transport equipment,Manufacture of paper and paper products,Manufacture of rubber and plastic products,Manufacture of textiles,Manufacture of wearing apparel,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Mining support service activities,Non-ferrous metals industries,Other manufacturing,Other mining and quarrying,Other non-metallic mineral products,Printing and reproduction of recorded media,CHP electricity production,Total electricity production,Distribution and transmission losses,Energy sector,Exports,Final consumption in agriculture,Final consumption in comercial and public services,Final consumption in construction,Final consumption in fishing,Final consumption in households,Final consumption in industry,Final consumption in transport,"Final consumption, total",Gross inland consumption,Imports,Transformation input in other industries,Transformation input in power plants and  heat plants,"Transformation input, total",Transformation output in power plants and  heat plants,"Transformation output, total",Transformation outputin other industries,label,01,02,03,04,05,06,07,08,09,10,11,12
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.78150000000005,847.4781000000002,3716.8317,809.0991,564.8691,77.4558,0.0,528.9324,1560.9786000000001,63.4998,3604.8348000000005,-3592.9722,123.85950000000001,0.0,11.8626,11.8626,8511.415500000001,8522.9292,11.5137,5041.9538999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.78150000000005,847.4781000000002,3716.8317,809.0991,564.8691,77.4558,0.0,528.9324,1560.9786000000001,63.4998,3604.8348000000005,-3592.9722,123.85950000000001,0.0,11.8626,11.8626,8511.415500000001,8522.9292,11.5137,5041.9538999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,0.0,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,0.0,0.0,0.0,1991.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2786,898.7664000000001,3825.3396000000007,777.6981000000001,603.5970000000001,62.1042,0.0,551.2620000000001,1504.1079000000002,69.4311,3568.2003000000004,-3825.3396000000007,0.0,0.0,4.1868,4.1868,8800.3047,8810.771700000001,10.467,5242.571400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90500000000003,760.9508999999999,1604.5910999999999,539.0505,534.8637,60.359700000000004,0.0,539.0505,1036.233,42.2169,2751.7743000000005,-1591.3329,13.2582,0.0,3.1401000000000003,3.1401000000000003,5607.8697,5613.1032000000005,5.2335,2874.5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.1655000000001,746.2971000000001,882.0192000000001,211.08450000000002,472.75950000000006,60.359700000000004,0.0,467.17710000000005,768.9756000000001,27.912000000000003,2008.2684000000002,-819.5661,62.4531,0.0,2.0934,2.0934,4232.157,4237.3905,5.2335,2291.5752000000007,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.1655000000001,746.2971000000001,882.0192000000001,211.08450000000002,472.75950000000006,60.359700000000004,0.0,467.17710000000005,768.9756000000001,27.912000000000003,2008.2684000000002,-819.5661,62.4531,0.0,2.0934,2.0934,4232.157,4237.3905,5.2335,2291.5752000000007,0.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.1655000000001,746.2971000000001,882.0192000000001,211.08450000000002,472.75950000000006,60.359700000000004,0.0,467.17710000000005,768.9756000000001,27.912000000000003,2008.2684000000002,-819.5661,62.4531,0.0,2.0934,2.0934,4232.157,4237.3905,5.2335,2291.5752000000007,0.0,0.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.1655000000001,746.2971000000001,882.0192000000001,211.08450000000002,472.75950000000006,60.359700000000004,0.0,467.17710000000005,768.9756000000001,27.912000000000003,2008.2684000000002,-819.5661,62.4531,0.0,2.0934,2.0934,4232.157,4237.3905,5.2335,2291.5752000000007,0.0,0.0,0.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
